,SchoolName,Latitude,Longitude
143,Roopville Elementary School,33.461695381358965,-85.12894408498377
144,Ithica Elementary School,33.67905622448979,-84.94528102040816
145,Glanton-Hindsman Elementary School,33.7286726122449,-84.91358097959183
146,Villa Rica Elementary School,33.73485614285715,-84.9260232857143
147,Carmel Elementary School,34.098322782983644,-84.5688120117132
148,Woodstock Elementary School,34.11184680941558,-84.52697108768633
149,Hasty Elementary School Fine Arts Academy,34.23737619166059,-84.46946801654526
150,Mill Creek Middle School,34.119001548890196,-84.48075707777276
151,River Ridge High School,34.115697999999995,-84.485765
152,Indian Knoll Elementary School,34.1990835292809,-84.4571721004277
153,Etowah High School,34.115995500000004,-84.564328
154,E. T. Booth Middle School,34.11459065,-84.56145244999998
155,Johnston Elementary School,34.130618180740406,-84.49317153884772
156,Dean Rusk Middle School,34.17001796839259,-84.4198641068007
157,Boston Elementary School,34.128420559730074,-84.59226433596254
158,Mountain Road Elementary School,34.14108855325106,-84.40253282807113
159,Sequoyah High School,34.170854600000006,-84.42800774156957
160,Sixes Elementary School,34.17353040322999,-84.55568982882991
161,Woodstock High School,34.10485186354572,-84.55108000563241
162,Liberty Elementary School,34.193505054509764,-84.5363306664511
163,Freedom Middle School,34.19376655299741,-84.53573848951903
164,Ball Ground Elementary School STEM Academy,34.3329268,-84.38358521009272
165,Teasley Middle School,34.2613146,-84.48247459999999
166,Woodstock Middle School,34.105028000000004,-84.551176
167,Creekland Middle School,34.2390178,-84.34334
168,Little River Elementary School,34.10575925000001,-84.47290239192839
169,Clark Creek Elementary School STEM Academy,34.09182305454546,-84.64581125454545
170,Arnold Mill Elementary School,34.109837076721746,-84.43903139919273
171,Canton Elementary School,34.236106799999995,-84.50119396074925
172,Free Home Elementary School,34.2372979,-84.4570897
173,Knox Elementary School STEM Academy,34.2284031,-84.5332396
174,M. D. Roberts Middle School,33.5224143,-84.3304734
175,Callaway Elementary School,33.535405,-84.394841
176,Mundy's Mill High School,33.49310876428984,-84.38394120185842
177,Marshall Elementary School,33.5936346,-84.3183375
178,Jonesboro Middle School,33.522906,-84.343711
179,Mount Zion Primary School,33.55516542097411,-84.29464260053528
180,Elite Scholars Academy School,33.5920616,-84.31488279999999
181,Charles R. Drew High School,33.58691385,-84.39631436103406
182,Eddie White Academy,33.43223870135693,-84.36013600846306
183,Morrow Middle School,33.593961575478055,-84.32119453246436
184,Kilpatrick Elementary School,33.54715660784659,-84.35850778103362
185,Mundy's Mill Middle School,33.48822067091775,-84.35128889282166
186,Brown Elementary School,33.493498555203416,-84.36362202395328
187,Adamson Middle School,33.590595,-84.286886
188,Pointe South Elementary School,33.5206378,-84.4085733
189,Lovejoy High School,33.44889128444444,-84.33896259999999
190,Lovejoy Middle School,33.441591677842325,-84.3398761265086
191,River's Edge Elementary School,33.41925110089588,-84.38921098998503
192,Kendrick Middle School,33.53668894186046,-84.38576630232558
193,Hawthorne Elementary School,33.46260091401102,-84.36767506782039
194,Harper Elementary School,33.558206,-84.38608
195,Kemp Primary School,33.4525940230618,-84.35880842700479
196,Rex Mill Middle School,33.5799353953839,-84.2818778718146
197,Martha Ellen Stilwell School of the Arts,33.55431535,-84.310372635628
198,Oliver Elementary School,33.57838365143799,-84.44400051866451
199,Pointe South Middle School,33.497981,-84.403534
200,Mount Zion High School,33.55431535,-84.310372635628
201,Lake Ridge Elementary School,33.54018,-84.43123299999999
202,James A. Jackson Elementary School,33.54553700212297,-84.33735750868155
203,Unidos Dual Language Elementary School ,33.632315653061234,-84.37049073469387
204,Riverdale High School,33.563840979591845,-84.4060153877551
205,Perry Learning Center,33.524536999999995,-84.35905393651123
206,Kennesaw Mountain High School,33.999327799999996,-84.62176573544617
207,Riverside Intermediate School,33.793802899999996,-84.5586865
208,Kell High School,34.064215149999995,-84.51313695652907
209,Bullard Elementary School,34.00209525,-84.65691936269387
210,McCall Primary School,34.06456405,-84.68062813512415
211,Pickett's Mill Elementary School,34.027738299999996,-84.73562356202436
212,East Side Elementary School,33.97618055,-84.43867017962866
213,Mableton Elementary School,33.825322673469394,-84.58193
214,Birney Elementary School,33.8808547,-84.5683297
215,Mabry Middle School,34.05972654999999,-84.47055298960697
216,Still Elementary School,33.93257335,-84.66394357689919
217,Tritt Elementary School,34.017619399999994,-84.42148601803619
218,Keheley Elementary School,34.066438274525716,-84.4996013223929
219,Pope High School,34.02384975,-84.45222669427524
220,Baker Elementary School,42.20490180301793,-77.85971053364102
221,Dowell Elementary School,33.901993,-84.63498
222,Varner Elementary School,33.89537341381071,-84.69419726062416
223,Hayes Elementary School,33.990483600000005,-84.6318356697643
224,Vaughan Elementary School,33.96048425,-84.72460672828005
225,Chalker Elementary School,34.0452901,-84.56149775332038
226,Nickajack Elementary School,33.8438899,-84.5167075
227,Lindley Middle School,33.81208653586306,-84.55285998144362
228,Pitner Elementary School,34.06503535,-84.59197530777777
229,Austell Elementary School,33.816275,-84.633151
230,Allatoona High School,34.037719,-84.736245
231,Smyrna Elementary School,33.89057575,-84.5218620542489
232,Kincaid Elementary School,34.0009339,-84.5104875
233,Pine Mountain Middle School,33.9881521,-84.63202759360624
234,Lewis Elementary School,34.01545,-84.67305
235,Mountain View Elementary School,34.0341153,-84.46307636507437
236,Campbell Middle School,33.87312871428571,-84.49919971428571
237,Shallowford Falls Elementary School,34.035287,-84.43802642058611
238,Ford Elementary School,34.0410796,-84.692417
239,Frey Elementary School,34.0410796,-84.692417
240,Cheatham Hill Elementary School,33.921763299999995,-84.62102313011493
241,Durham Middle School,34.0410796,-84.692417
242,Acworth Elementary School,34.05721725,-84.65253631403161
243,Kennesaw Charter Science and Math Academy ,33.9875524,-84.5726371
244,Riverside Primary School,33.793802899999996,-84.5586865
245,Rocky Mount Elementary School,34.0490252,-84.4804762
246,Davis Elementary School,34.0691214,-84.52088570000001
247,Nicholson Elementary School,34.05197005,-84.50438355697055
248,Green Acres Elementary School,33.90433268319021,-84.53495534510813
249,Sanders Elementary School,33.847760693166464,-84.60056820674477
250,Blackwell Elementary School,34.03653025,-84.52608224008921
251,Hendricks Elementary School,33.825221,-84.67679966666667
252,Kennesaw Elementary School,34.0318425,-84.62889217970266
253,Barber Middle School,34.05960795,-84.65269349943401
254,Tapp Middle School,33.87578095,-84.66831765271789
255,Sope Creek Elementary School,33.939488399999995,-84.44070490000001
256,Powder Springs Elementary School,33.85209085714286,-84.67915214285716
257,Timber Ridge Elementary School,33.995225299999994,-84.40564234911102
258,Lost Mountain Middle School,33.970573849999994,-84.69011859189862
259,Big Shanty Intermediate School,34.0272886,-84.59671753435146
260,McClure Middle School,34.004214000000005,-84.6568370440014
261,Bryant Elementary School,33.789184000000006,-84.575859
262,Lovinggood Middle School,33.926443799999994,-84.66345339238364
263,Devereux Ackerman Academy,33.990533,-84.607414
264,Willis Road Elementary School,33.3620312,-84.6481668
265,Lee Middle School,33.3620014,-84.65130359999999
266,Newnan Crossing Elementary School,33.3762295,-84.74854822932649
267,Jefferson Parkway Elementary School,33.399473238978864,-84.78595047165504
268,Northgate High School,33.4682153,-84.66618079999999
269,Poplar Road Elementary School,33.355908899999996,-84.73402709999999
270,Welch Elementary School,33.36180225862414,-84.71238433620694
271,Smokey Road Middle School,33.3766487,-84.79933659999999
272,Arnall Middle School,33.390146,-84.70151899999999
273,Narvie Harris Elementary School,33.66722387452974,-84.22745421683534
274,Wynbrooke Elementary School,33.78765591836735,-84.11031181632653
275,"Martin Luther King, Jr. High School ",33.66441159412027,-84.19568069162763
276,Miller Grove High School,33.70944235,-84.15003760674584
277,Flat Rock Elementary School,33.65853389656469,-84.15858772018376
278,Princeton Elementary School,33.76008682163633,-84.1149415108724
279,DeKalb Preparatory Academy ,33.75129901441428,-84.23381015508471
280,Cedar Grove High School,33.6764201,-84.29434011605859
281,Redan High School,33.75992067012843,-84.1774637816456
282,Eldridge Miller Elementary School,33.769802,-84.17878499999999
283,Panola Way Elementary School,33.72974265702614,-84.16962764207369
284,Peachtree Charter Middle School,33.931304299999994,-84.29660823815476
285,Pine Ridge Elementary School,33.77319082769453,-84.12146608867134
286,Browns Mill Elementary School,33.677693078861296,-84.18755639255969
287,Chapel Hill Middle School,33.67949787658348,-84.21520110653944
288,Marbut Elementary School,33.72783161538461,-84.15078238461537
289,Cedar Grove Middle School,33.6871761,-84.2951982
290,Lithonia High School,33.718962885053465,-84.13049772707393
291,Lithonia Middle School,33.715012076923074,-84.10957153846154
292,Redan Middle School,33.74026723582121,-84.1559018574699
293,Museum School of Avondale Estates,33.7689901,-84.2710755
294,Rockbridge Elementary School,33.7283404316596,-84.25930057580536
295,Cedar Grove Elementary School,33.675941200000004,-84.29686740000001
296,Stone Mountain High School,33.811636200670364,-84.20327865496091
297,Salem Middle School,33.67840866666667,-84.171396
298,Shadow Rock Elementary School,33.7635306,-84.144674
299,"Edward L. Bouie, Sr. Traditional Theme School",33.689196,-84.186133
300,Columbia Middle School,33.70095008072844,-84.25189624247862
301,Oakview Elementary School,33.679489387755105,-84.26964053061225
302,Wadsworth Magnet School,33.744309033898375,-84.26608659992439
303,Leadership Preparatory Academy,33.69891320000001,-84.13651429999999
304,The GLOBE Academy,33.84904565,-84.29083555850087
305,Tapestry Public Charter School,33.8861401,-84.27577371404756
306,Stephenson Middle School,33.77304107669879,-84.11598669893748
307,Robert Shaw Traditional Theme School,33.78717693972205,-84.2543133322415
308,Mary McLeod Bethune Middle School,33.732620074897746,-84.20200409480644
309,Chamblee Middle School,33.895920000000004,-84.311865
310,Ronald E. McNair Discovery Learning Academy,-33.8086197,151.0210892
311,Bob Mathis Elementary School,33.690528927697954,-84.24138239497361
312,Stephenson High School,33.775621,-84.12459399999999
313,DeKalb Alternative School,33.8004703,-84.2018011
314,Stone Mountain Middle School,33.834095266301034,-84.21154589372381
315,The Champion School,33.805860489795926,-84.17325171428571
316,Stone Mill Elementary School,33.815302581042936,-84.18858589706973
317,Miller Grove Middle School,33.72487843000216,-84.18186444190536
318,Tucker Middle School,33.8473944456077,-84.21336772142394
319,Arabia Mountain High School,33.64583409898941,-84.13364135341138
320,Woodridge Elementary School,33.742164733709146,-84.19930188486744
321,DeKalb Path Academy,33.876500333504936,-84.33822739661458
322,Henderson Middle School,33.86810834693877,-84.25064732653061
323,International Community School,33.80189809292612,-84.2897276279033
324,Elizabeth Andrews High School,33.83162188625984,-84.19788768402375
325,Druid Hills Middle School,33.818591257416855,-84.2722374682194
326,Chapel Hill High School,33.672360999999995,-84.720336
327,Yeager Middle School,33.6956556,-84.77056841625406
328,North Douglas Elementary School,33.76192332033604,-84.78465919978926
329,Bill Arp Elementary School,33.68255792594728,-84.8015650281432
330,Factory Shoals Middle School,34.8502847,-82.5247559
331,Mason Creek Elementary School,33.71370116590888,-84.8339377787851
332,Mason Creek Middle School,33.7255218,-84.8272993
333,Lithia Springs Comprehensive High School,33.75427139496476,-84.6617250611238
334,Arbor Station Elementary School,33.713746,-84.753291
335,Dorsett Shoals Elementary School,33.680764,-84.767131
336,Alexander High School,33.6839166,-84.7888035
337,Chestnut Log Middle School,33.736584,-84.696957
338,Bright Star Elementary School,33.7271657,-84.7908297
339,New Manchester Elementary School,33.70818225114169,-84.64973604112731
340,Chapel Hill Elementary School,33.68588504745033,-84.73700146959371
341,Factory Shoals Elementary School,33.740075567516826,-84.64859839937814
342,Sweetwater Elementary School,33.753917990356115,-84.65453324297775
343,Mirror Lake Elementary School,33.730899226100284,-84.87930395981952
344,Burnett Elementary School,33.75455627464964,-84.72865223100565
345,Brighten Academy,33.7366105,-84.7282922
346,Eastside Elementary School,33.75507797059928,-84.72875925141862
347,Cleveland Elementary School,33.44301799066229,-84.51363498329953
348,Crabapple Lane Elementary School,33.44140517127063,-84.59166074930857
349,Whitewater High School,44.602578,-105.67593159999998
350,Bennett's Mill Middle School,33.44289153866976,-84.51328721040548
351,Inman Elementary School,33.38980763049088,-84.41767026454256
352,Booth Middle School,33.40554289900887,-84.56696878690063
353,Huddleston Elementary School,33.38538794840482,-84.5688845113105
354,North Fayette Elementary School,33.510909000000005,-84.470107
355,Peeples Elementary School,33.3436121,-84.521254
356,Robert J. Burch Elementary School,33.49510625436473,-84.56562299958641
357,Fayette County High School,33.452490999999995,-84.46045500000001
358,Fayetteville Elementary School,33.456765544895354,-84.46462974187965
359,Flat Rock Middle School,33.495267325931394,-84.56750194760893
360,Matt Elementary School,34.290609219690936,-84.20038016568846
361,Cumming Elementary School,34.2190169,-84.1343118
362,West Forsyth High School,34.21195212126924,-84.21372283177914
363,Mashburn Elementary School,34.16769970410813,-84.10844894482018
364,Coal Mountain Elementary School,33.634138,-86.231454
365,South Forsyth High School,34.15100318518518,-84.17351292592595
366,Chattahoochee Elementary School,34.23555799987572,-84.08675518381042
367,North Forsyth High School,33.634138,-86.231454
368,Vickery Creek Elementary School,34.176875,-84.22296700000001
369,Vickery Creek Middle School,34.178190025475466,-84.22173474433593
370,Otwell Middle School,34.217969371745006,-84.13891691696502
371,Sawnee Elementary School,34.239776353442196,-84.17633824107209
372,Little Mill Middle School,34.1571847,-84.0790219
373,Lambert High School,34.10686535,-84.13838125956265
374,Haw Creek Elementary School,34.16471320067585,-84.10030315328186
375,Forsyth Virtual Academy,34.232391920734266,-84.12434392260862
376,Liberty Middle School,34.29058571549639,-84.20045617463674
377,Kelly Mill Elementary School,34.20803199536401,-84.16836190225374
378,Piney Grove Middle School,34.14242256847378,-84.17550851520505
379,North Forsyth Middle School,33.634138,-86.231454
380,Brandywine Elementary School,34.12856635883605,-84.24774578051067
381,DeSana Middle School,34.12758375903614,-84.24615188353414
382,Hembree Springs Elementary School,34.060921,-84.33691040000001
383,Renaissance Middle School ,33.615134999999995,-84.62528499999999
384,Renaissance Elementary School,33.61437775,-84.62818760309153
385,Feldwood Elementary School,33.5981458,-84.5156324
386,The Main Street Academy ,33.64016113331202,-84.48169278828868
387,Hapeville Charter Career Academy,33.5916512,-84.4986562
388,Esther Jackson Elementary School,34.010307,-84.31835790000001
389,Benjamin Banneker High School,33.591292100000004,-84.516068
390,Crabapple Middle School,34.040099299999994,-84.3635372
391,Camp Creek Middle School,33.63646597151173,-84.52750200626018
392,Roswell High School,34.06121665,-84.38284183774947
393,Hapeville Elementary School,33.660354999999996,-84.4076072
394,New Prospect Elementary School,34.050217450000005,-84.26834355
395,Northwood Elementary School,34.029484350000004,-84.30657251900254
396,Centennial High School,34.005942812390984,-84.28882475475461
397,Stonewall Tell Elementary School,33.664931800000005,-84.59203745116294
398,Hillside Elementary School,34.009941600000005,-84.2960237
399,Dunwoody Springs Elementary School,33.976681899999996,-84.3414834
400,S. L. Lewis Elementary School,33.576352150000005,-84.50402524663896
401,Love T. Nolan Elementary School,33.5723148,-84.48061126874114
402,C.H. Gullatt Elementary School,33.587705279087075,-84.5925106708252
403,Holcomb Bridge Middle School,33.9946672,-84.28180329999999
404,Creekside High School,33.5562965,-84.6241801
405,Palmetto Elementary School,33.5295012,-84.67171970000001
406,Sweet Apple Elementary School,34.091689,-84.370838
407,Manning Oaks Elementary School ,34.07986485088013,-84.28576969478569
408,Heritage Elementary School,33.6111346,-84.47422099572402
409,Elkins Pointe Middle School,34.056104,-84.3348074
410,Cogburn Woods Elementary School,34.09884280726676,-84.28089164380978
411,Autrey Mill Middle School,34.018408,-84.241316
412,Mountain Park Elementary School,34.07118165,-84.40438719627227
413,McClarin Success Academy,33.65668839999999,-84.4488997
414,Haynes Bridge Middle School,34.035958990547904,-84.2814217889762
415,Independence High School,34.077713898508875,-84.29802649847639
416,A. Philip Randolph Elementary School,33.70542373893417,-84.56194644460534
417,River Eves Elementary School,33.99565071717171,-84.30568638383838
418,Shakerag Elementary School,34.04595573733653,-84.13035748571076
419,Wilson Creek Elementary School,34.03491439595539,-84.18161577977027
420,Amana Academy,34.070268299999995,-84.2974482
421,Medlock Bridge Elementary School,34.02947665,-84.19064827633684
422,Webb Bridge Middle School,34.06773635239366,-84.23014494727433
423,Hamilton E. Holmes Elementary School,33.696071,-84.462994
424,Liberty Point Elementary School,33.598428000000006,-84.565
425,Sandtown Middle School ,33.702801253417,-84.56403581584814
426,Taylor Road Middle School,34.0528191,-84.2093953
427,Hapeville Charter Middle School,33.657435,-84.410198
428,Tri-Cities High School,33.6848289,-84.43573549999999
429,Ocee Elementary School,34.055215925313696,-84.23138240488565
430,Woodland Elementary School,33.959848378378375,-84.34956740540541
431,Paul D. West Middle School,33.690561100000004,-84.466435
432,Lake Forest Elementary School,33.92426879999999,-84.37853790000001
433,Rock Springs Elementary School,34.04886533705516,-84.00622416118753
434,Grayson High School,33.8685422,-83.92404040000001
435,Norcross High School,33.966946199999995,-84.21201888315217
436,Trickum Middle School ,33.88525777016461,-84.11971486336463
437,Centerville Elementary School,33.8563981,-84.0209043
438,R.D. Head Elementary  School,33.851356,-84.064152
439,Shiloh High School,33.82417522756119,-84.07333009962565
440,Pinckneyville Middle School,33.984409400000004,-84.22904741550508
441,Meadowcreek High School,33.923119,-84.14716126923078
442,Richards Middle School,33.92566857473916,-84.02151393809947
443,Phoenix High School,33.96297895,-84.00477230108619
444,Dacula Elementary School,33.9857934,-83.9296458
445,Craig Elementary School,33.902266350000005,-84.01824525169707
446,Collins Hill High School,34.0166,-84.0221
447,Harbins Elementary School,33.943215644999725,-83.85569714450656
448,Crews Middle School,33.907996999999995,-84.01118199999999
449,Meadowcreek Elementary School,33.92063705938938,-84.16828662304154
450,Freeman's Mill Elementary School,34.022845041564715,-83.9310626062347
451,Corley Elementary School,33.9374529600665,-84.12065204003208
452,Mulberry Elementary School,34.03240437482113,-83.86194897111402
453,Lanier Middle School,34.148144349999995,-84.0654186072951
454,Lovin Elementary School,33.924930023167285,-83.92293886065315
455,Knight Elementary School,44.595949,-73.881289
456,Beaver Ridge Elementary School,33.932571,-84.17694452578468
457,Shiloh Middle School,33.82486683662537,-84.07124803231318
458,Hopkins Elementary School,33.908784999999995,-84.147473
459,Minor Elementary School,33.91460261783925,-84.12667079788666
460,McKendree Elementary School,33.9794651,-84.0265268
461,Shiloh Elementary School,33.8248352147651,-84.07483929530201
462,M. H. Mason Elementary School,33.995325437647466,-84.11999210351063
463,Rosebud Elementary School,33.7919524,-83.96331629999999
464,Dacula Middle School,33.99154430612245,-83.89665687755101
465,GIVE Center East,33.989814765619414,-83.97284576773185
466,Cedar Hill Elementary School,33.92594210336783,-84.02318914193178
467,Partee Elementary School,33.79530929554984,-84.0534809452917
468,Taylor Elementary School,45.359224,-90.842881
469,W. J. Cooper Elementary School,33.892781,-83.9143929090909
470,Patrick Elementary School,34.0890589,-83.95743417337641
471,Parsons Elementary School,34.008475,-84.1297247
472,Peachtree Ridge High School,34.01401665,-84.08599569190558
473,Duluth Middle School ,33.984102,-84.158505
474,Friendship Elementary School,34.13497837200952,-83.94186517426886
475,Ola Elementary School,33.44505711496673,-84.04146895695584
476,Union Grove High School,33.5074113770369,-84.12669083199121
477,Luella High School,33.380389199999996,-84.1959003
478,Dutchtown High School,33.47077632026227,-84.25524947687052
479,Luella Elementary School,33.380389199999996,-84.1959003
480,Dutchtown Elementary School,33.470419066668704,-84.25524418235712
481,Cotton Indian Elementary School,33.56002412982605,-84.20174932194409
482,Wesley Lakes Elementary School,33.4673398,-84.16217540000001
483,Pate's Creek Elementary School,33.49535396611952,-84.24103188331443
484,Pleasant Grove Elementary School,33.54872230232931,-84.13877571548558
485,Mount Carmel Elementary School,33.43683119088569,-84.27158508373918
486,East Lake Elementary School,33.507613,-84.13453
487,Dutchtown Middle School,33.470561968106125,-84.25524630016248
488,Walnut Creek Elementary School,33.470008294107075,-84.15376930554555
489,Rocky Creek Elementary School,33.37699674183768,-84.24477647399962
490,Locust Grove Middle School,33.3456300341538,-84.06253848655535
